"zero.receive.level","actual.receive.level","source.level","distance","Sound.type","time","date","magic.x","noise.level","ExcessAttenuation","dBdoubledist","Call.category"
-28.7466109383737,36.979705572192,0,192,"2_Halbstart","800",20190823,-27.3634449585182,43.3373858146904,11.45,-8.23721771721431,"Halbstart"
-33.9102122056724,31.8161043048933,0,232,"2_Halbstart","800",20190823,-29.9193623003714,41.6590046263779,15.01,-9.00662550354987,"Halbstart"
-10.4533268284443,60.2150929976643,0,47,"2_Halbpeak","800",20190823,-23.9956951116837,42.749826373534,4.75,-7.22342399542437,"Halbpeak"
-11.8615901546303,58.8068296714783,0,94,"2_Halbpeak","800",20190823,-16.0138375213721,44.0121496968833,0.66,-4.82064543962235,"Halbpeak"
-21.4278051311408,49.2406146949678,0,143,"2_Halbpeak","800",20190823,-23.2489164066005,40.8693535121877,6.63,-6.9986212050712,"Halbpeak"
-30.2954991129698,40.3729207131388,0,192,"2_Halbpeak","800",20190823,-28.8378071504065,42.7023201551227,13,-8.68104496144558,"Halbpeak"
-27.5296068292002,43.1388129969084,0,232,"2_Halbpeak","800",20190823,-24.2896822854986,41.1628918252084,8.63,-7.31192295308312,"Halbpeak"
-4.3831251295686,51.9457519846038,0,47,"2_Halbend","800",20190823,-10.061498695257,44.9918268794359,-1.32,-3.02881290860637,"Halbend"
-15.1506085254051,41.1782685887673,0,94,"2_Halbend","800",20190823,-20.4542038725764,46.3054074895866,3.95,-6.15732890307185,"Halbend"
-23.1145578077874,33.214319306385,0,143,"2_Halbend","800",20190823,-25.0790232111922,40.3243385088085,8.31,-7.54953824852207,"Halbend"
-28.6944752731141,27.6344018410583,0,192,"2_Halbend","800",20190823,-27.3138178421334,41.9193613915434,11.39,-8.22227846658419,"Halbend"
-28.7986615638883,27.5302155502841,0,232,"2_Halbend","800",20190823,-25.4093835765387,40.0898269568428,9.9,-7.64898662786987,"Halbend"
-8.2253235594036,62.9977473896758,0,47,"3_Hfunstart","800",20190823,-18.8812958367792,43.3781888788546,2.53,-5.683836403876,"Hfunstart"
-18.7982310812962,52.4248398677832,0,94,"3_Hfunstart","800",20190823,-25.3787067586022,44.3725262464844,7.6,-7.63975198549946,"Hfunstart"
-24.8162416923101,46.4068292567693,0,143,"3_Hfunstart","800",20190823,-26.9253302006203,40.4175849089602,10.02,-8.10533203354398,"Hfunstart"
-28.7208339833535,42.5022369657259,0,192,"3_Hfunstart","800",20190823,-27.3389082821286,41.9722557349036,11.42,-8.22983144162714,"Hfunstart"
-37.0435450587827,34.1795258902967,0,232,"3_Hfunstart","800",20190823,-32.6839371803888,40.1975181197977,18.14,-9.83884546769428,"Hfunstart"
-9.2957394303435,59.7063529151826,0,47,"3_Hfuntrill","800",20190823,-21.3384440062873,44.5468599828449,3.6,-6.42351170668876,"Hfuntrill"
-13.1737799914037,55.8283123541224,0,94,"3_Hfuntrill","800",20190823,-17.7853702222455,45.6190033763939,1.97,-5.35392992088486,"Hfuntrill"
-19.614571398956,49.3875209465701,0,143,"3_Hfuntrill","800",20190823,-21.2815791451687,41.8389325992703,4.81,-6.4063936777928,"Hfuntrill"
-26.9536761005978,42.0484162449283,0,192,"3_Hfuntrill","800",20190823,-25.6567786021652,43.7724160804285,9.65,-7.72345995136152,"Hfuntrill"
-32.9311829021734,36.0709094433527,0,232,"3_Hfuntrill","800",20190823,-29.0555537150282,42.2394124668714,14.03,-8.74659320884953,"Hfuntrill"
-8.4697078631983,57.2698375553077,0,47,"3_Halbstart","800",20190823,-19.4422819553785,44.1629114462673,2.77,-5.85271005272549,"Halbstart"
-12.954093243867,52.785452174639,0,94,"3_Halbstart","800",20190823,-17.4887803186331,45.2577138826889,1.75,-5.26464746348644,"Halbstart"
-19.7152372803486,46.0243081381574,0,143,"3_Halbstart","800",20190823,-21.3908004418517,41.4434077816586,4.92,-6.43927256425969,"Halbstart"
-25.704499376797,40.035046041709,0,192,"3_Halbstart","800",20190823,-24.4677070069617,43.3373858146904,8.4,-7.36551373421326,"Halbstart"
-31.680535469485,34.059009949021,0,232,"3_Halbstart","800",20190823,-27.9520933939402,41.6590046263779,12.78,-8.41441855317703,"Halbstart"
-10.4416505794654,60.2756310377015,0,47,"3_Halbpeak","800",20190823,-23.9688921890215,42.749826373534,4.74,-7.21535551173158,"Halbpeak"
-11.3223625059545,59.3949191112124,0,94,"3_Halbpeak","800",20190823,-15.285848791332,44.0121496968833,0.12,-4.60149899537494,"Halbpeak"
-20.4582352783873,50.2590463387796,0,143,"3_Halbpeak","800",20190823,-22.196944526183,40.8693535121877,5.66,-6.68194611447049,"Halbpeak"
-30.1303468719813,40.5869347451856,0,192,"3_Halbpeak","800",20190823,-28.6806013404502,42.7023201551227,12.83,-8.63372129715609,"Halbpeak"
-39.6011362957909,31.116145321376,0,232,"3_Halbpeak","800",20190823,-34.9405287455546,41.1628918252084,20.7,-10.5181472167715,"Halbpeak"
-4.3734652826521,51.8305808180582,0,47,"3_Halbend","800",20190823,-10.0393244396121,44.9918268794359,-1.33,-3.02213779252572,"Halbend"
-15.1496433327801,41.0544027679302,0,94,"3_Halbend","800",20190823,-20.4529008063203,46.3054074895866,3.95,-6.15693664104244,"Halbend"
-19.260689045733,36.9433570549773,0,143,"3_Halbend","800",20190823,-20.8976209563808,40.3243385088085,4.46,-6.29081074588684,"Halbend"
-17.9141147406044,38.2899313601059,0,192,"3_Halbend","800",20190823,-17.0521629049062,41.9193613915434,0.61,-5.13321252532542,"Halbend"
-23.5675291136713,32.636516987039,0,232,"3_Halbend","800",20190823,-20.79389647578,40.0898269568428,4.67,-6.25958656594131,"Halbend"
-8.8575848237674,62.6181919875287,0,47,"1_Hfunstart","840",20190823,-20.3326566121181,43.4348957201235,3.16,-6.12073953178313,"Hfunstart"
-19.5368378665014,51.9389389447947,0,94,"1_Hfunstart","840",20190823,-26.3758689346905,43.5436101234068,8.34,-7.93992771104362,"Hfunstart"
-25.3982449559811,46.077531855315,0,143,"1_Hfunstart","840",20190823,-27.5567968927357,37.162414168296,10.6,-8.29542244913344,"Hfunstart"
-28.6933741770622,42.7824026342339,0,192,"1_Hfunstart","840",20190823,-27.3127697261911,37.9464795683776,11.39,-8.22196295224664,"Hfunstart"
-36.7609853727284,34.7147914385677,0,232,"1_Hfunstart","840",20190823,-32.4346315857419,35.7409301411966,17.86,-9.76379700561872,"Hfunstart"
-36.6856087970871,34.790168014209,0,288,"1_Hfunstart","840",20190823,-29.9032371526567,35.714142057941,15.89,-9.00177135040325,"Hfunstart"
-45.9979748910596,25.4778019202365,0,343,"1_Hfunstart","840",20190823,-35.3267517717475,35.5532913809891,23.7,-10.6344119326717,"Hfunstart"
-10.1361975748986,58.6155834384235,0,47,"1_Hfuntrill","840",20190823,-23.2677223807086,44.3818393400481,4.44,-7.00428236737542,"Hfuntrill"
-13.8625339429331,54.889247070389,0,94,"1_Hfuntrill","840",20190823,-18.7152281694693,44.891207989145,2.66,-5.63384505470577,"Hfuntrill"
-19.5971442391245,49.1546367741976,0,143,"1_Hfuntrill","840",20190823,-21.2626708818329,39.4766571412346,4.8,-6.40070172336282,"Hfuntrill"
-31.4197578233967,37.3320231899254,0,192,"1_Hfuntrill","840",20190823,-29.9079712615029,40.9013395502387,14.12,-9.0031964591687,"Hfuntrill"
-38.7080590182334,30.0437219950887,0,232,"1_Hfuntrill","840",20190823,-34.1525566011337,39.3016467459662,19.81,-10.2809439655532,"Hfuntrill"
-40.5177048719346,28.2340761413875,0,288,"1_Hfuntrill","840",20190823,-33.0268619601869,38.4754008259165,19.72,-9.94207611266998,"Hfuntrill"
-44.4884341070033,24.2633469063188,0,343,"1_Hfuntrill","840",20190823,-34.1674143727862,41.3211729083517,22.19,-10.2854166004893,"Hfuntrill"
-8.5288039724507,57.0422089664732,0,47,"1_Halbstart","840",20190823,-19.5779375455251,44.0410973560219,2.83,-5.89354645443911,"Halbstart"
-14.026276307311,51.5447366316129,0,94,"1_Halbstart","840",20190823,-18.9362898976466,44.3720603029292,2.83,-5.70039126578044,"Halbstart"
-20.3185565830482,45.2524563558757,0,143,"1_Halbstart","840",20190823,-22.0453947854677,38.3470141753046,5.52,-6.6363250966801,"Halbstart"
-28.1102685707301,37.4607443681938,0,192,"1_Halbstart","840",20190823,-26.7577207084799,39.3241277208492,10.81,-8.05487654885172,"Halbstart"
-36.69660442494,28.8744085139839,0,232,"1_Halbstart","840",20190823,-32.3778275501187,37.3720778085328,17.8,-9.74669728702136,"Halbstart"
-36.7628419254093,28.8081710135146,0,288,"1_Halbstart","840",20190823,-29.9661915543414,36.984828059906,15.96,-9.02072251366944,"Halbstart"
-41.4108326770399,24.160180261884,0,343,"1_Halbstart","840",20190823,-31.8037959303181,38.3447892214656,19.11,-9.57389655100181,"Halbstart"
-11.2300045579397,60.0727857041514,0,47,"1_Halbpeak","840",20190823,-25.7785650346152,42.3714612560686,5.53,-7.76012132059388,"Halbpeak"
-12.3214217759967,58.9813684860944,0,94,"1_Halbpeak","840",20190823,-16.6346369905627,43.3673283795705,1.12,-5.00752470114099,"Halbpeak"
-21.0110151185496,50.2917751435415,0,143,"1_Halbpeak","840",20190823,-22.7967041476904,38.9462472504963,6.21,-6.86249175073229,"Halbpeak"
-29.921919390526,41.3808708715651,0,192,"1_Halbpeak","840",20190823,-28.4822025125372,40.7468635967418,12.62,-8.5739972988497,"Halbpeak"
-36.4011690165414,34.9016212455497,0,232,"1_Halbpeak","840",20190823,-32.1171615605748,39.3453669966331,17.5,-9.6682290053192,"Halbpeak"
-38.8696436384917,32.4331466235994,0,288,"1_Halbpeak","840",20190823,-31.6834914254813,38.2376480947283,18.07,-9.53768128643243,"Halbpeak"
-36.0624701131992,35.2403201488919,0,343,"1_Halbpeak","840",20190823,-27.6962177787671,42.2204183879826,13.76,-8.33739231785095,"Halbpeak"
-3.8855862304182,54.831729678922,0,47,"1_Halbend","840",20190823,-8.91939418382726,45.1116002614313,-1.81,-2.68500519248286,"Halbend"
-16.1144870576411,42.6028288516991,0,94,"1_Halbend","840",20190823,-21.7554960268615,46.1462527931135,4.91,-6.54905687463387,"Halbend"
-22.1307798730289,36.5865360363113,0,143,"1_Halbend","840",20190823,-24.0116357289988,38.8412610071564,7.33,-7.22822259938562,"Halbend"
-25.5682494420691,33.1490664672711,0,192,"1_Halbend","840",20190823,-24.3380128458823,39.9359983095645,8.27,-7.32647190146588,"Halbend"
-40.9011039135259,17.8162119958143,0,232,"1_Halbend","840",20190823,-36.087504821607,37.9931656114006,22,-10.8634214199722,"Halbend"
-34.1098223943709,24.6074935149693,0,288,"1_Halbend","840",20190823,-27.8036576668414,38.2324171778774,13.31,-8.36973494689208,"Halbend"
-32.7201169340487,25.9971989752915,0,343,"1_Halbend","840",20190823,-25.1292682255965,37.2715632438565,10.42,-7.56466350499033,"Halbend"
